flight_number,origin,destination,scheduled_departure,scheduled_arrival,inbound_flight_number,inbound_origin,inbound_status,inbound_estimated_arrival,aircraft_latitude,aircraft_longitude,turnaround_time_minutes,gate_status,delay_reason,weather_status,crew_status,passenger_load_factor,estimated_boarding_start,estimated_ready_time
AC971,YQB,YYZ,2025-03-15 16:00,2025-03-15 18:52,AC572,YYJ,On Time,2025-03-15 15:02,47.6211,-98.4991,50,Assigned,None,Clear,Ready,0.78,2025-03-15 15:29,2025-03-15 16:12
AC298,YQB,YVR,2025-03-15 12:41,2025-03-15 17:41,AC597,YHZ,Taxiing,2025-03-15 12:01,46.758,-71.412,48,Open,None,Rain,On Duty,0.8,2025-03-15 12:10,2025-03-15 12:53
AC960,YEG,YYC,2025-03-15 16:35,2025-03-15 18:14,AC237,YHZ,Cancelled,2025-03-15 16:37,44.8808,-63.5086,97,Unassigned,Technical,Thunderstorm,Rest Period,0.93,2025-03-15 18:42,2025-03-15 19:32
AC651,YYC,YUL,2025-03-15 17:31,2025-03-15 22:31,AC369,YOW,On Time,2025-03-15 16:55,47.4426,-86.929,69,Assigned,ATC,Light Snow,Ready,0.85,2025-03-15 17:08,2025-03-15 17:56
AC769,YYJ,YWG,2025-03-15 11:41,2025-03-15 16:41,AC474,YUL,En Route,2025-03-15 11:22,47.9291,-106.4487,76,Unassigned,Blizzard,Heavy Snow,Rest Period,0.9,2025-03-15 13:00,2025-03-15 13:49
AC556,YYJ,YUL,2025-03-15 14:39,2025-03-15 19:39,AC283,YUL,On Time,2025-03-15 14:16,45.603,-79.7641,60,Assigned,Catering,Gusty Winds,In Transit,0.79,2025-03-15 14:35,2025-03-15 15:25
AC580,YHZ,YEG,2025-03-15 05:40,2025-03-15 10:40,AC147,YYJ,Landed,2025-03-15 05:06,44.8685,-63.5207,40,Assigned,None,Rain,On Duty,0.74,2025-03-15 05:03,2025-03-15 05:52
AC357,YVR,YYJ,2025-03-15 13:48,2025-03-15 14:57,AC328,YWG,Delayed,2025-03-15 13:12,49.526,-99.4652,73,Unassigned,Catering,Overcast,Ready,0.75,2025-03-15 13:49,2025-03-15 14:39
AC261,YUL,YQB,2025-03-15 17:14,2025-03-15 19:02,AC716,YEG,On Time,2025-03-15 16:27,51.5229,-103.8929,50,Assigned,None,Rain,Ready,0.72,2025-03-15 16:41,2025-03-15 17:27
AC687,YYZ,YUL,2025-03-15 15:44,2025-03-15 18:03,AC237,YOW,On Time,2025-03-15 14:48,44.8932,-77.336,47,Open,None,Overcast,Ready,0.73,2025-03-15 15:08,2025-03-15 15:58
AC559,YVR,YOW,2025-03-15 13:13,2025-03-15 18:13,AC988,YYJ,Delayed,2025-03-15 13:21,48.8786,-122.9831,108,Maintenance,Blizzard,Blizzard,In Transit,0.95,2025-03-15 15:03,2025-03-15 15:52
AC494,YOW,YEG,2025-03-15 05:16,2025-03-15 10:16,AC211,YUL,On Time,2025-03-15 04:55,45.5036,-74.2324,60,Occupied,Catering,Fog,Ready,0.77,2025-03-15 05:18,2025-03-15 06:06
AC593,YVR,YQB,2025-03-15 14:12,2025-03-15 19:12,AC717,YOW,En Route,2025-03-15 13:45,47.3432,-103.4656,67,Occupied,Catering,Overcast,Standby,0.9,2025-03-15 14:15,2025-03-15 15:01
AC535,YQB,YVR,2025-03-15 13:08,2025-03-15 18:08,AC360,YUL,On Time,2025-03-15 12:32,45.47,-73.5552,35,Assigned,None,Overcast,Ready,0.6,2025-03-15 12:30,2025-03-15 13:20
AC470,YHZ,YEG,2025-03-15 12:16,2025-03-15 17:16,AC258,YVR,Taxiing,2025-03-15 11:27,44.9063,-63.5173,47,Assigned,None,Rain,On Duty,0.75,2025-03-15 11:44,2025-03-15 12:32
AC668,YHZ,YYJ,2025-03-15 10:14,2025-03-15 15:14,AC359,YYJ,Delayed,2025-03-15 09:36,46.9919,-102.7611,70,Unassigned,Late Inbound,Light Snow,Ready,0.79,2025-03-15 10:13,2025-03-15 10:59
AC264,YYJ,YYZ,2025-03-15 05:05,2025-03-15 10:05,AC751,YEG,Delayed,2025-03-15 04:43,52.6609,-114.0923,122,Occupied,De-icing,Heavy Snow,Delayed,0.89,2025-03-15 05:47,2025-03-15 06:33
AC828,YYJ,YYC,2025-03-15 18:59,2025-03-15 21:50,AC892,YYZ,On Time,2025-03-15 18:19,45.1447,-90.6909,64,Assigned,Late Inbound,Gusty Winds,In Transit,0.76,2025-03-15 18:49,2025-03-15 19:39
AC261,YOW,YYZ,2025-03-15 18:18,2025-03-15 20:11,AC382,YVR,Landed,2025-03-15 17:43,45.3644,-75.6642,37,Open,None,Rain,Ready,0.78,2025-03-15 17:50,2025-03-15 18:38
AC935,YHZ,YQB,2025-03-15 15:20,2025-03-15 18:17,AC331,YYC,Delayed,2025-03-15 15:23,49.3888,-100.0646,88,Occupied,Weather,Thunderstorm,Delayed,0.91,2025-03-15 17:21,2025-03-15 18:02
AC932,YYC,YYJ,2025-03-15 12:33,2025-03-15 15:49,AC810,YHZ,Cancelled,2025-03-15 11:28,44.8808,-63.5086,136,Unassigned,De-icing,Fog,In Transit,0.98,2025-03-15 14:41,2025-03-15 15:22
AC793,YEG,YOW,2025-03-15 10:23,2025-03-15 15:23,AC919,YOW,Landed,2025-03-15 09:36,53.2673,-113.5396,45,Open,None,Overcast,Ready,0.7,2025-03-15 09:43,2025-03-15 10:30
AC287,YOW,YYC,2025-03-15 17:34,2025-03-15 22:34,AC610,YYC,On Time,2025-03-15 16:46,50.2851,-110.5999,46,Open,None,Clear,Ready,0.81,2025-03-15 17:01,2025-03-15 17:51
AC882,YWG,YYZ,2025-03-15 19:28,2025-03-16 00:17,AC143,YQB,Cancelled,2025-03-15 18:51,46.7911,-71.3933,140,Occupied,Technical,Fog,Delayed,1.0,2025-03-15 20:53,2025-03-15 21:37
AC155,YQB,YUL,2025-03-15 12:13,2025-03-15 13:50,AC918,YYJ,Taxiing,2025-03-15 11:41,46.8109,-71.3973,38,Assigned,None,Overcast,Ready,0.71,2025-03-15 11:34,2025-03-15 12:14
AC694,YOW,YEG,2025-03-15 11:10,2025-03-15 16:10,AC433,YVR,Landed,2025-03-15 10:32,45.3091,-75.6693,45,Assigned,None,Clear,On Duty,0.72,2025-03-15 10:35,2025-03-15 11:18
AC974,YHZ,YQB,2025-03-15 12:41,2025-03-15 15:13,AC386,YWG,On Time,2025-03-15 12:17,48.8699,-88.1776,52,Occupied,Late Inbound,Light Snow,Ready,0.8,2025-03-15 12:20,2025-03-15 13:02
AC531,YYZ,YUL,2025-03-15 20:14,2025-03-15 22:44,AC237,YYJ,On Time,2025-03-15 19:29,47.1345,-110.7995,72,Occupied,Fueling,Overcast,Standby,0.79,2025-03-15 20:05,2025-03-15 20:45
AC959,YYC,YWG,2025-03-15 17:42,2025-03-15 22:03,AC560,YVR,Landed,2025-03-15 16:57,51.1682,-113.9643,46,Assigned,None,Overcast,Ready,0.7,2025-03-15 17:13,2025-03-15 17:56
AC899,YYJ,YUL,2025-03-15 10:32,2025-03-15 15:32,AC463,YYC,On Time,2025-03-15 10:07,49.9916,-117.3169,59,Occupied,Catering,Light Snow,Standby,0.85,2025-03-15 10:22,2025-03-15 11:07
AC969,YQB,YEG,2025-03-15 07:45,2025-03-15 12:45,AC181,YVR,En Route,2025-03-15 07:12,47.5815,-81.9217,53,Occupied,Fueling,Gusty Winds,Ready,0.86,2025-03-15 07:30,2025-03-15 08:19
AC271,YWG,YEG,2025-03-15 05:23,2025-03-15 09:37,AC974,YUL,On Time,2025-03-15 05:06,45.9909,-74.4419,48,Unassigned,ATC,Fog,In Transit,0.82,2025-03-15 05:05,2025-03-15 05:45
AC206,YYJ,YVR,2025-03-15 07:39,2025-03-15 08:39,AC732,YYC,En Route,2025-03-15 07:27,49.3369,-120.0278,91,Maintenance,Crew,Thunderstorm,Rest Period,0.94,2025-03-15 09:23,2025-03-15 10:08
AC578,YHZ,YWG,2025-03-15 14:21,2025-03-15 19:21,AC378,YQB,Delayed,2025-03-15 13:53,46.3425,-70.1328,143,Occupied,De-icing,Fog,In Transit,0.95,2025-03-15 15:11,2025-03-15 15:52
AC366,YHZ,YEG,2025-03-15 05:10,2025-03-15 10:10,AC410,YUL,On Time,2025-03-15 04:37,45.6456,-69.0462,67,Assigned,Fueling,Gusty Winds,Standby,0.84,2025-03-15 05:11,2025-03-15 05:51
AC915,YYC,YOW,2025-03-15 11:22,2025-03-15 16:22,AC661,YYZ,Cancelled,2025-03-15 11:27,43.6777,-79.6248,85,Maintenance,Crew,Fog,Rest Period,0.88,2025-03-15 13:18,2025-03-15 14:04
AC391,YYJ,YYC,2025-03-15 09:35,2025-03-15 12:34,AC928,YQB,En Route,2025-03-15 08:43,48.0104,-99.9684,64,Assigned,Late Inbound,Gusty Winds,In Transit,0.86,2025-03-15 09:37,2025-03-15 10:22
AC122,YYZ,YYJ,2025-03-15 09:48,2025-03-15 14:48,AC204,YOW,On Time,2025-03-15 08:57,44.8529,-76.046,41,Open,None,Clear,Ready,0.6,2025-03-15 09:22,2025-03-15 10:07
AC182,YYZ,YHZ,2025-03-15 09:32,2025-03-15 13:59,AC157,YOW,Delayed,2025-03-15 08:48,45.7867,-75.4795,71,Unassigned,Late Inbound,Fog,Standby,0.89,2025-03-15 09:09,2025-03-15 09:55
AC855,YWG,YOW,2025-03-15 12:51,2025-03-15 17:51,AC303,YYZ,Delayed,2025-03-15 12:37,46.048,-86.5618,80,Unassigned,De-icing,Thunderstorm,Rest Period,0.87,2025-03-15 15:09,2025-03-15 15:56
AC153,YOW,YHZ,2025-03-15 09:01,2025-03-15 12:37,AC215,YYC,Delayed,2025-03-15 08:26,48.3986,-95.2466,45,Assigned,Fueling,Light Snow,Standby,0.88,2025-03-15 08:46,2025-03-15 09:35
AC261,YVR,YOW,2025-03-15 16:42,2025-03-15 21:42,AC193,YYJ,Landed,2025-03-15 15:55,49.1593,-123.2082,38,Assigned,None,Rain,Ready,0.78,2025-03-15 16:03,2025-03-15 16:51
AC850,YHZ,YWG,2025-03-15 16:45,2025-03-15 21:45,AC121,YOW,Cancelled,2025-03-15 15:40,45.3225,-75.6692,137,Maintenance,De-icing,Fog,In Transit,0.89,2025-03-15 17:24,2025-03-15 18:07
AC431,YYJ,YHZ,2025-03-15 19:48,2025-03-16 00:48,AC381,YWG,On Time,2025-03-15 19:31,49.4341,-108.0145,54,Occupied,Late Inbound,Light Snow,Ready,0.78,2025-03-15 19:52,2025-03-15 20:42
AC734,YUL,YYZ,2025-03-15 15:35,2025-03-15 17:45,AC894,YEG,Delayed,2025-03-15 14:47,49.9625,-98.5454,60,Occupied,Passenger,Overcast,In Transit,0.84,2025-03-15 15:33,2025-03-15 16:19
AC635,YVR,YQB,2025-03-15 19:15,2025-03-16 00:15,AC144,YUL,En Route,2025-03-15 19:06,48.0949,-103.9423,46,Assigned,Late Inbound,Light Snow,Standby,0.78,2025-03-15 18:55,2025-03-15 19:43
AC150,YQB,YYC,2025-03-15 15:20,2025-03-15 20:20,AC326,YHZ,En Route,2025-03-15 15:13,46.0766,-67.0488,46,Assigned,Catering,Light Snow,Standby,0.89,2025-03-15 14:55,2025-03-15 15:40
AC641,YYZ,YYC,2025-03-15 06:12,2025-03-15 11:12,AC851,YVR,Cancelled,2025-03-15 05:15,49.1967,-123.1815,124,Occupied,Weather,Heavy Snow,In Transit,0.88,2025-03-15 06:36,2025-03-15 07:19
AC671,YOW,YUL,2025-03-15 17:44,2025-03-15 19:00,AC525,YQB,Taxiing,2025-03-15 17:01,45.323,-75.6534,47,Assigned,None,Clear,Ready,0.8,2025-03-15 17:15,2025-03-15 18:03
AC422,YWG,YHZ,2025-03-15 19:25,2025-03-16 00:25,AC432,YQB,Cancelled,2025-03-15 18:59,46.7911,-71.3933,107,Occupied,Crew,Blizzard,Rest Period,0.96,2025-03-15 21:20,2025-03-15 22:05
AC100,YWG,YEG,2025-03-15 15:10,2025-03-15 19:20,AC391,YYZ,En Route,2025-03-15 15:11,48.6353,-92.0617,77,Maintenance,Technical,Blizzard,Delayed,0.98,2025-03-15 15:49,2025-03-15 16:37
AC196,YQB,YUL,2025-03-15 11:04,2025-03-15 12:30,AC571,YYZ,En Route,2025-03-15 10:38,45.6577,-74.8551,47,Occupied,Late Inbound,Fog,Standby,0.89,2025-03-15 10:47,2025-03-15 11:28
AC599,YWG,YUL,2025-03-15 15:57,2025-03-15 20:57,AC709,YVR,Delayed,2025-03-15 15:17,49.2336,-111.7469,90,Maintenance,Technical,Thunderstorm,Rest Period,0.91,2025-03-15 17:39,2025-03-15 18:28
AC412,YEG,YYZ,2025-03-15 10:26,2025-03-15 15:26,AC142,YQB,En Route,2025-03-15 09:42,52.4809,-106.507,125,Occupied,Crew,Blizzard,Delayed,0.95,2025-03-15 11:09,2025-03-15 11:50
AC251,YYC,YEG,2025-03-15 06:24,2025-03-15 07:55,AC444,YUL,Taxiing,2025-03-15 05:43,51.1589,-114.0476,48,Assigned,None,Overcast,Ready,0.7,2025-03-15 05:45,2025-03-15 06:27
AC504,YOW,YWG,2025-03-15 15:30,2025-03-15 20:30,AC674,YYC,On Time,2025-03-15 14:44,51.043,-112.3695,63,Assigned,Fueling,Overcast,Standby,0.87,2025-03-15 15:12,2025-03-15 15:57
AC888,YHZ,YYZ,2025-03-15 10:58,2025-03-15 15:20,AC273,YYC,Landed,2025-03-15 10:23,44.9066,-63.4733,39,Open,None,Clear,Ready,0.77,2025-03-15 10:22,2025-03-15 11:03
AC989,YOW,YUL,2025-03-15 10:51,2025-03-15 12:26,AC114,YHZ,Delayed,2025-03-15 10:46,44.9491,-64.9891,102,Unassigned,Weather,Thunderstorm,Delayed,0.96,2025-03-15 12:14,2025-03-15 13:01
AC485,YUL,YYZ,2025-03-15 09:21,2025-03-15 11:29,AC144,YQB,En Route,2025-03-15 08:22,46.2775,-72.337,75,Occupied,Passenger,Gusty Winds,In Transit,0.83,2025-03-15 09:05,2025-03-15 09:55
AC399,YVR,YYZ,2025-03-15 11:29,2025-03-15 16:29,AC336,YWG,Taxiing,2025-03-15 10:40,49.2028,-123.1603,49,Assigned,None,Rain,Ready,0.65,2025-03-15 10:52,2025-03-15 11:32
AC441,YYJ,YYC,2025-03-15 17:42,2025-03-15 20:33,AC502,YWG,On Time,2025-03-15 17:00,49.523,-107.4913,43,Assigned,None,Rain,On Duty,0.66,2025-03-15 17:13,2025-03-15 17:53
AC255,YYC,YOW,2025-03-15 16:12,2025-03-15 21:12,AC502,YEG,Delayed,2025-03-15 16:24,52.6576,-113.5686,94,Occupied,Blizzard,Blizzard,Rest Period,0.89,2025-03-15 17:54,2025-03-15 18:41
AC694,YOW,YUL,2025-03-15 18:39,2025-03-15 19:58,AC800,YQB,En Route,2025-03-15 18:02,46.6663,-72.6003,69,Occupied,Passenger,Fog,Standby,0.92,2025-03-15 18:23,2025-03-15 19:08
AC288,YYJ,YVR,2025-03-15 20:00,2025-03-15 21:01,AC959,YHZ,Taxiing,2025-03-15 19:17,48.6121,-123.4572,43,Assigned,None,Overcast,On Duty,0.71,2025-03-15 19:20,2025-03-15 20:02
AC720,YQB,YYC,2025-03-15 08:57,2025-03-15 13:57,AC710,YOW,Taxiing,2025-03-15 08:08,46.8123,-71.4059,50,Open,None,Rain,On Duty,0.63,2025-03-15 08:17,2025-03-15 09:03
AC297,YUL,YQB,2025-03-15 11:58,2025-03-15 13:44,AC133,YYC,En Route,2025-03-15 11:02,46.4001,-80.6676,74,Unassigned,Late Inbound,Fog,In Transit,0.76,2025-03-15 12:02,2025-03-15 12:47
AC514,YOW,YEG,2025-03-15 17:32,2025-03-15 22:32,AC722,YYZ,Cancelled,2025-03-15 16:49,43.6777,-79.6248,133,Occupied,Blizzard,Heavy Snow,In Transit,0.87,2025-03-15 18:57,2025-03-15 19:37
AC650,YOW,YYJ,2025-03-15 05:40,2025-03-15 10:40,AC852,YWG,Cancelled,2025-03-15 05:47,49.91,-97.2398,113,Maintenance,Crew,Thunderstorm,Rest Period,0.91,2025-03-15 07:57,2025-03-15 08:41
AC727,YEG,YYC,2025-03-15 13:49,2025-03-15 15:33,AC806,YYZ,En Route,2025-03-15 13:35,51.1305,-104.1603,50,Occupied,Catering,Light Snow,Ready,0.84,2025-03-15 13:38,2025-03-15 14:20
AC125,YHZ,YWG,2025-03-15 15:04,2025-03-15 20:04,AC564,YUL,Taxiing,2025-03-15 14:28,44.9026,-63.5462,40,Open,None,Overcast,On Duty,0.77,2025-03-15 14:30,2025-03-15 15:11
AC636,YHZ,YVR,2025-03-15 18:30,2025-03-15 23:30,AC844,YWG,En Route,2025-03-15 17:31,46.3538,-71.2937,147,Occupied,De-icing,Heavy Snow,Delayed,0.99,2025-03-15 19:15,2025-03-15 19:57
AC415,YYZ,YEG,2025-03-15 18:07,2025-03-15 23:07,AC847,YHZ,Landed,2025-03-15 17:42,43.69,-79.6495,35,Open,None,Clear,Ready,0.84,2025-03-15 17:36,2025-03-15 18:23
AC926,YWG,YYJ,2025-03-15 20:03,2025-03-16 01:03,AC722,YYZ,En Route,2025-03-15 19:27,47.3491,-90.6759,64,Occupied,Catering,Overcast,Standby,0.83,2025-03-15 19:44,2025-03-15 20:33
AC289,YOW,YYZ,2025-03-15 16:08,2025-03-15 18:00,AC156,YUL,En Route,2025-03-15 15:59,45.911,-74.7735,46,Assigned,Passenger,Gusty Winds,Standby,0.91,2025-03-15 15:47,2025-03-15 16:31
AC281,YQB,YYJ,2025-03-15 14:52,2025-03-15 19:52,AC867,YWG,En Route,2025-03-15 14:17,48.2918,-83.6184,69,Unassigned,Fueling,Gusty Winds,Standby,0.89,2025-03-15 14:29,2025-03-15 15:11
AC639,YYC,YHZ,2025-03-15 08:34,2025-03-15 13:34,AC637,YWG,On Time,2025-03-15 07:42,50.1437,-99.2939,45,Open,None,Overcast,On Duty,0.71,2025-03-15 07:55,2025-03-15 08:37
AC846,YWG,YYJ,2025-03-15 18:47,2025-03-15 23:47,AC604,YYJ,On Time,2025-03-15 18:14,49.3875,-113.287,65,Unassigned,Late Inbound,Light Snow,In Transit,0.75,2025-03-15 18:29,2025-03-15 19:18
AC441,YEG,YYZ,2025-03-15 18:45,2025-03-15 23:45,AC673,YHZ,Delayed,2025-03-15 17:31,47.4658,-77.665,139,Occupied,Technical,Thunderstorm,Delayed,0.9,2025-03-15 18:52,2025-03-15 19:37
AC952,YQB,YYZ,2025-03-15 10:38,2025-03-15 13:39,AC298,YUL,Landed,2025-03-15 09:54,46.8303,-71.3896,49,Open,None,Rain,Ready,0.72,2025-03-15 10:13,2025-03-15 10:58
AC955,YEG,YYZ,2025-03-15 14:38,2025-03-15 19:38,AC406,YQB,On Time,2025-03-15 13:55,50.073,-91.1538,70,Occupied,ATC,Fog,Ready,0.87,2025-03-15 14:23,2025-03-15 15:05
AC484,YYZ,YHZ,2025-03-15 07:49,2025-03-15 12:10,AC962,YQB,Taxiing,2025-03-15 07:01,43.6691,-79.6251,43,Open,None,Overcast,On Duty,0.78,2025-03-15 07:21,2025-03-15 08:04
AC637,YYC,YOW,2025-03-15 06:54,2025-03-15 11:54,AC279,YHZ,On Time,2025-03-15 06:07,45.8989,-68.0792,39,Assigned,None,Rain,Ready,0.8,2025-03-15 06:20,2025-03-15 07:08
AC887,YHZ,YUL,2025-03-15 21:00,2025-03-16 00:08,AC941,YVR,Taxiing,2025-03-15 20:18,44.8312,-63.4654,38,Open,None,Overcast,On Duty,0.78,2025-03-15 20:24,2025-03-15 21:14
AC578,YVR,YHZ,2025-03-15 13:53,2025-03-15 18:53,AC205,YYZ,En Route,2025-03-15 12:44,45.9923,-99.3782,111,Occupied,Technical,Blizzard,Rest Period,0.88,2025-03-15 15:17,2025-03-15 15:58
AC217,YUL,YYC,2025-03-15 14:33,2025-03-15 19:33,AC737,YYZ,On Time,2025-03-15 13:56,43.8636,-78.1245,44,Assigned,None,Rain,On Duty,0.67,2025-03-15 13:59,2025-03-15 14:44
AC129,YYZ,YUL,2025-03-15 05:51,2025-03-15 07:57,AC791,YYJ,Delayed,2025-03-15 05:00,47.273,-109.6944,63,Unassigned,Catering,Fog,Ready,0.85,2025-03-15 05:27,2025-03-15 06:12
AC180,YOW,YYJ,2025-03-15 07:14,2025-03-15 12:14,AC681,YYJ,Taxiing,2025-03-15 06:25,45.2869,-75.6296,42,Assigned,None,Overcast,On Duty,0.72,2025-03-15 06:48,2025-03-15 07:32
AC816,YEG,YUL,2025-03-15 19:41,2025-03-16 00:41,AC907,YHZ,Cancelled,2025-03-15 19:09,44.8808,-63.5086,134,Maintenance,Weather,Fog,Delayed,0.9,2025-03-15 21:42,2025-03-15 22:24
AC620,YHZ,YUL,2025-03-15 18:57,2025-03-15 22:11,AC515,YVR,On Time,2025-03-15 18:16,48.4256,-116.4042,48,Open,None,Overcast,On Duty,0.7,2025-03-15 18:27,2025-03-15 19:14
AC933,YHZ,YOW,2025-03-15 12:25,2025-03-15 15:59,AC903,YWG,Landed,2025-03-15 11:31,44.8633,-63.5488,49,Open,None,Rain,On Duty,0.63,2025-03-15 11:52,2025-03-15 12:39
AC712,YEG,YVR,2025-03-15 18:53,2025-03-15 22:07,AC801,YVR,Landed,2025-03-15 18:23,53.3354,-113.5666,35,Open,None,Clear,Ready,0.8,2025-03-15 18:23,2025-03-15 19:10
AC300,YEG,YWG,2025-03-15 19:58,2025-03-16 00:18,AC797,YOW,Delayed,2025-03-15 19:37,49.36,-94.3304,56,Occupied,Fueling,Overcast,Ready,0.92,2025-03-15 19:51,2025-03-15 20:39
AC163,YUL,YYC,2025-03-15 05:54,2025-03-15 10:54,AC662,YEG,On Time,2025-03-15 05:23,51.1217,-101.6143,67,Unassigned,ATC,Gusty Winds,In Transit,0.79,2025-03-15 05:46,2025-03-15 06:32
AC778,YYJ,YOW,2025-03-15 07:22,2025-03-15 12:22,AC586,YUL,Taxiing,2025-03-15 06:44,48.6103,-123.4688,39,Assigned,None,Clear,On Duty,0.85,2025-03-15 06:54,2025-03-15 07:34
AC239,YWG,YEG,2025-03-15 15:57,2025-03-15 20:32,AC240,YVR,Landed,2025-03-15 15:18,49.9152,-97.2448,48,Assigned,None,Rain,Ready,0.71,2025-03-15 15:31,2025-03-15 16:16
AC691,YEG,YYZ,2025-03-15 17:28,2025-03-15 22:28,AC967,YYJ,Taxiing,2025-03-15 16:45,53.271,-113.5845,46,Assigned,None,Clear,Ready,0.74,2025-03-15 16:56,2025-03-15 17:37
AC576,YYJ,YYC,2025-03-15 13:55,2025-03-15 17:09,AC180,YQB,Taxiing,2025-03-15 13:08,48.6582,-123.3856,44,Assigned,None,Rain,Ready,0.77,2025-03-15 13:17,2025-03-15 14:05
AC624,YWG,YQB,2025-03-15 17:31,2025-03-15 22:31,AC687,YYJ,Cancelled,2025-03-15 16:55,48.6469,-123.426,113,Unassigned,Crew,Heavy Snow,In Transit,0.99,2025-03-15 19:06,2025-03-15 19:55
AC686,YWG,YUL,2025-03-15 09:58,2025-03-15 14:58,AC772,YYZ,Taxiing,2025-03-15 09:14,49.8852,-97.2282,43,Assigned,None,Clear,Ready,0.73,2025-03-15 09:18,2025-03-15 10:02
AC718,YYZ,YVR,2025-03-15 17:36,2025-03-15 22:36,AC705,YOW,En Route,2025-03-15 16:41,43.8921,-79.1469,142,Maintenance,Technical,Blizzard,Rest Period,0.88,2025-03-15 19:35,2025-03-15 20:17
AC870,YUL,YWG,2025-03-15 11:32,2025-03-15 16:32,AC888,YWG,On Time,2025-03-15 11:09,49.5538,-96.282,56,Occupied,Late Inbound,Fog,Ready,0.87,2025-03-15 11:21,2025-03-15 12:01
AC408,YEG,YWG,2025-03-15 17:50,2025-03-15 22:29,AC864,YYJ,Taxiing,2025-03-15 17:04,53.2609,-113.54,48,Assigned,None,Overcast,On Duty,0.64,2025-03-15 17:17,2025-03-15 18:04
AC799,YHZ,YYJ,2025-03-15 20:39,2025-03-16 01:39,AC199,YYZ,Taxiing,2025-03-15 20:04,44.8563,-63.5002,38,Assigned,None,Overcast,On Duty,0.67,2025-03-15 20:10,2025-03-15 20:57
AC632,YOW,YQB,2025-03-15 16:46,2025-03-15 18:35,AC793,YEG,Cancelled,2025-03-15 15:15,53.3097,-113.5827,132,Maintenance,Weather,Fog,Delayed,0.93,2025-03-15 16:53,2025-03-15 17:38
AC297,YYC,YQB,2025-03-15 15:34,2025-03-15 20:34,AC124,YYZ,On Time,2025-03-15 15:04,45.3427,-85.9407,39,Open,None,Rain,Ready,0.62,2025-03-15 15:00,2025-03-15 15:42
AC401,YUL,YYC,2025-03-15 20:58,2025-03-16 01:58,AC776,YYJ,En Route,2025-03-15 20:23,46.2192,-87.4519,110,Unassigned,Technical,Thunderstorm,Delayed,0.97,2025-03-15 22:59,2025-03-15 23:39
AC551,YYC,YUL,2025-03-15 20:50,2025-03-16 01:50,AC603,YVR,Taxiing,2025-03-15 19:57,51.1033,-113.9963,48,Assigned,None,Clear,Ready,0.74,2025-03-15 20:22,2025-03-15 21:09
AC174,YVR,YYZ,2025-03-15 17:25,2025-03-15 22:25,AC685,YUL,Cancelled,2025-03-15 17:34,45.4706,-73.7408,94,Maintenance,Weather,Heavy Snow,In Transit,0.91,2025-03-15 17:34,2025-03-15 18:19
AC627,YQB,YYZ,2025-03-15 12:26,2025-03-15 15:13,AC589,YWG,En Route,2025-03-15 11:59,48.8017,-87.2713,136,Maintenance,Weather,Fog,In Transit,0.97,2025-03-15 12:48,2025-03-15 13:33
AC747,YEG,YYZ,2025-03-15 14:07,2025-03-15 19:07,AC474,YVR,Delayed,2025-03-15 13:28,49.6777,-121.1419,75,Unassigned,Fueling,Fog,In Transit,0.84,2025-03-15 13:44,2025-03-15 14:25
AC186,YHZ,YWG,2025-03-15 08:14,2025-03-15 13:14,AC852,YYJ,En Route,2025-03-15 07:14,46.2051,-87.6032,70,Occupied,Passenger,Fog,Standby,0.82,2025-03-15 07:55,2025-03-15 08:42
AC447,YYZ,YQB,2025-03-15 18:26,2025-03-15 21:24,AC445,YVR,Delayed,2025-03-15 16:58,48.865,-119.5127,143,Maintenance,Blizzard,Fog,In Transit,0.98,2025-03-15 20:14,2025-03-15 20:54
AC582,YWG,YYZ,2025-03-15 16:58,2025-03-15 21:52,AC348,YYZ,Delayed,2025-03-15 16:24,45.8447,-86.6647,96,Occupied,Weather,Thunderstorm,Delayed,0.92,2025-03-15 17:06,2025-03-15 17:47
AC164,YQB,YOW,2025-03-15 10:45,2025-03-15 12:54,AC536,YOW,On Time,2025-03-15 09:57,45.0247,-75.5399,70,Unassigned,ATC,Fog,Standby,0.89,2025-03-15 10:41,2025-03-15 11:22
AC272,YUL,YEG,2025-03-15 07:48,2025-03-15 12:48,AC666,YEG,On Time,2025-03-15 07:07,49.4427,-96.5525,35,Open,None,Rain,On Duty,0.79,2025-03-15 07:09,2025-03-15 07:50
AC526,YQB,YYC,2025-03-15 07:09,2025-03-15 12:09,AC808,YWG,Delayed,2025-03-15 07:36,49.1973,-89.422,79,Unassigned,De-icing,Blizzard,Delayed,0.94,2025-03-15 08:23,2025-03-15 09:04
AC528,YYC,YHZ,2025-03-15 09:01,2025-03-15 14:01,AC671,YYZ,En Route,2025-03-15 08:08,46.3201,-94.2637,66,Occupied,Fueling,Fog,Standby,0.88,2025-03-15 08:52,2025-03-15 09:34
AC280,YWG,YQB,2025-03-15 20:44,2025-03-16 01:44,AC786,YUL,En Route,2025-03-15 19:55,48.9288,-92.6899,70,Unassigned,Late Inbound,Overcast,Standby,0.81,2025-03-15 20:39,2025-03-15 21:19
AC904,YUL,YQB,2025-03-15 13:47,2025-03-15 15:12,AC596,YYZ,Delayed,2025-03-15 13:27,43.4941,-79.2202,116,Occupied,Blizzard,Thunderstorm,Rest Period,0.88,2025-03-15 14:52,2025-03-15 15:35
